연도,시도,시군구,사고건수,사망자수,부상자수,치사율,차대사람,차대차,차량단독,철길건널목,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,교차로 통행방법 위반,기타
2022,인천광역시,인천광역시 강화군,198,10,273,5.05,31,161,6,0,0,42,10,8,102,21,1,14
2022,인천광역시,인천광역시 계양구,613,7,856,1.14,102,495,16,0,0,14,51,47,435,14,22,30
2022,인천광역시,인천광역시 남동구,1563,15,2231,0.96,272,1257,34,0,0,28,232,184,830,105,59,125
2022,인천광역시,인천광역시 동구,113,0,158,0.0,25,85,3,0,0,1,14,10,71,4,7,6
2022,인천광역시,인천광역시 미추홀구,1250,15,1670,1.2,298,934,18,0,0,40,125,130,798,66,33,58
2022,인천광역시,인천광역시 부평구,1239,13,1561,1.05,322,885,32,0,0,29,130,84,854,19,33,90
2022,인천광역시,인천광역시 서구,1587,16,2206,1.01,291,1263,33,0,0,55,196,100,1067,45,44,80
2022,인천광역시,인천광역시 연수구,644,5,870,0.78,95,531,18,0,0,32,86,60,380,31,11,44
2022,인천광역시,인천광역시 옹진군,26,3,41,11.54,6,15,5,0,0,4,0,1,17,1,0,3
2022,인천광역시,인천광역시 중구,462,11,667,2.38,89,357,16,0,0,22,43,50,270,13,23,41
2022,전라남도,전라남도 강진군,244,5,401,2.05,36,166,42,0,0,31,3,10,132,11,1,56
2022,전라남도,전라남도 고흥군,255,9,380,3.53,43,174,38,0,0,16,8,2,178,17,0,34
2022,전라남도,전라남도 곡성군,102,6,161,5.88,17,77,8,0,0,10,5,2,60,2,1,22
2022,전라남도,전라남도 광양시,584,17,802,2.91,70,481,33,0,0,20,83,63,245,87,13,73
2022,전라남도,전라남도 구례군,113,2,168,1.77,23,67,23,0,0,6,0,2,65,12,1,27
2022,전라남도,전라남도 나주시,403,9,638,2.23,65,306,32,0,0,30,60,22,237,16,10,28
2022,전라남도,전라남도 담양군,302,9,498,2.98,43,223,36,0,0,21,19,22,182,3,2,53
2022,전라남도,전라남도 목포시,1373,17,2180,1.24,246,1103,24,0,0,53,203,45,836,92,37,107
2022,전라남도,전라남도 무안군,280,11,397,3.93,43,229,8,0,0,21,38,7,197,4,6,7
2022,전라남도,전라남도 보성군,154,5,225,3.25,17,104,32,1,0,16,4,8,82,10,6,28
2022,전라남도,전라남도 순천시,1154,23,1741,1.99,165,933,56,0,0,57,86,90,656,68,27,170
2022,전라남도,전라남도 신안군,97,8,171,8.25,13,64,20,0,0,14,0,1,68,7,0,7
2022,전라남도,전라남도 여수시,1384,13,1924,0.94,257,1077,50,0,0,48,134,66,881,143,38,74
2022,전라남도,전라남도 영광군,123,6,157,4.88,35,80,8,0,0,6,4,1,78,13,2,19
2022,전라남도,전라남도 영암군,391,14,668,3.58,35,315,41,0,0,24,46,40,202,23,4,52
2022,전라남도,전라남도 완도군,153,9,228,5.88,26,111,16,0,0,13,7,4,96,12,3,18
2022,전라남도,전라남도 장성군,192,6,312,3.13,23,149,20,0,0,9,18,5,140,6,3,11
2022,전라남도,전라남도 장흥군,241,3,400,1.24,44,149,48,0,0,18,12,25,146,17,1,22
2022,전라남도,전라남도 진도군,75,7,85,9.33,21,50,4,0,0,14,3,3,39,13,0,3
2022,전라남도,전라남도 함평군,152,7,244,4.61,22,109,21,0,0,6,4,7,87,17,1,30
2022,전라남도,전라남도 해남군,300,12,423,4.0,47,226,27,0,0,23,10,6,175,34,6,46
2022,전라남도,전라남도 화순군,263,3,408,1.14,37,196,30,0,0,17,22,21,126,31,11,35
2022,전라북도,전라북도 고창군,96,13,114,13.54,24,61,11,0,0,12,11,7,44,10,4,8
2022,전라북도,전라북도 군산시,1167,25,1654,2.14,238,887,42,0,0,54,177,58,659,38,52,129
2022,전라북도,전라북도 김제시,253,8,374,3.16,58,188,7,0,0,29,35,16,124,7,13,29
2022,전라북도,전라북도 남원시,278,14,386,5.04,45,213,20,0,0,26,29,17,127,21,10,48
2022,전라북도,전라북도 무주군,92,8,143,8.7,16,65,11,0,0,15,9,3,54,2,0,9
2022,전라북도,전라북도 부안군,140,10,190,7.14,32,95,13,0,0,22,4,7,69,11,12,15
2022,전라북도,전라북도 순창군,103,12,145,11.65,17,62,24,0,0,7,7,1,74,5,1,8
2022,전라북도,전라북도 완주군,218,20,311,9.17,33,174,11,0,0,23,39,16,103,8,12,17
2022,전라북도,전라북도 익산시,826,25,1185,3.03,171,635,20,0,0,44,114,32,431,44,46,115
2022,전라북도,전라북도 임실군,79,4,116,5.06,14,54,11,0,0,6,1,6,50,10,0,6
2022,전라북도,전라북도 장수군,40,4,52,10.0,11,25,4,0,0,4,2,0,21,8,3,2
2022,전라북도,전라북도 전주시,1918,26,2720,1.36,437,1445,36,0,0,91,362,110,1006,53,135,161
2022,전라북도,전라북도 정읍시,409,18,606,4.4,82,310,17,0,0,29,78,17,172,11,30,72
2022,전라북도,전라북도 진안군,62,7,95,11.29,17,33,12,0,0,9,0,2,38,0,2,11
2022,제주도,제주도 서귀포시,1249,14,1899,1.12,174,950,125,0,0,56,80,107,655,36,35,280
2022,제주도,제주도 제주시,2790,39,4122,1.4,574,2076,140,0,0,117,230,309,1413,179,181,361
2022,충청남도,충청남도 계룡시,47,2,72,4.26,9,33,5,0,0,5,5,1,20,4,4,8
2022,충청남도,충청남도 공주시,445,13,730,2.92,66,343,36,0,0,37,50,18,263,27,13,37
2022,충청남도,충청남도 금산군,137,6,183,4.38,44,83,10,0,0,6,10,2,89,15,8,7
2022,충청남도,충청남도 논산시,347,18,524,5.19,72,253,22,0,0,35,34,21,167,31,17,42
2022,충청남도,충청남도 당진시,529,20,762,3.78,87,424,18,0,0,32,47,48,315,44,19,24
2022,충청남도,충청남도 보령시,331,20,486,6.04,87,228,16,0,0,35,29,4,177,5,23,58
2022,충청남도,충청남도 부여군,198,9,290,4.55,43,133,22,0,0,29,9,6,104,14,15,21
2022,충청남도,충청남도 서산시,615,13,912,2.11,142,452,21,0,0,29,50,47,327,53,35,74
2022,충청남도,충청남도 서천군,274,9,397,3.28,62,174,38,0,0,19,20,12,164,7,9,43
2022,충청남도,충청남도 아산시,1267,21,1871,1.66,205,1026,36,0,0,68,169,28,828,48,56,70
2022,충청남도,충청남도 예산군,343,18,550,5.25,40,263,40,0,0,26,31,21,182,17,6,60
2022,충청남도,충청남도 천안시,2937,47,4157,1.6,497,2360,80,0,0,119,305,262,1707,182,86,276
2022,충청남도,충청남도 청양군,185,6,276,3.24,17,125,43,0,0,11,11,1,115,6,0,41
2022,충청남도,충청남도 태안군,267,8,436,3.0,55,193,19,0,0,29,26,9,145,26,8,24
2022,충청남도,충청남도 홍성군,242,20,318,8.26,46,190,6,0,0,19,41,6,152,6,10,8
2022,충청북도,충청북도 괴산군,188,9,297,4.79,20,140,28,0,0,17,12,12,93,9,0,45
2022,충청북도,충청북도 단양군,147,5,235,3.4,20,102,25,0,0,13,7,6,93,0,5,23
2022,충청북도,충청북도 보은군,134,4,217,2.99,21,104,9,0,0,12,10,7,61,36,2,6
2022,충청북도,충청북도 영동군,133,8,187,6.02,23,98,12,0,0,21,4,2,79,3,4,20
2022,충청북도,충청북도 옥천군,120,5,160,4.17,31,78,11,0,0,13,4,2,86,2,7,6
2022,충청북도,충청북도 음성군,537,12,820,2.23,64,436,37,0,0,46,60,41,262,81,12,35
2022,충청북도,충청북도 제천시,701,16,1158,2.28,115,551,35,0,0,28,83,103,302,24,27,134
2022,충청북도,충청북도 증평군,152,3,207,1.97,30,117,5,0,0,3,26,17,70,3,4,29
2022,충청북도,충청북도 진천군,440,7,666,1.59,49,372,19,0,0,22,40,41,250,42,12,33
2022,충청북도,충청북도 청주시,4039,52,5846,1.29,599,3314,126,0,0,139,502,326,2277,381,114,300
2022,충청북도,충청북도 충주시,1053,28,1561,2.66,146,871,36,0,0,61,122,173,450,62,34,151
2023,강원도,강원도 강릉시,758,19,1057,2.51,171,566,21,0,0,41,82,2,568,2,43,20
2023,강원도,강원도 고성군,111,2,156,1.8,11,98,2,0,0,9,11,15,63,8,0,5
2023,강원도,강원도 동해시,315,2,441,0.63,74,235,6,0,0,15,26,12,190,34,26,12
2023,강원도,강원도 삼척시,200,9,273,4.5,43,144,13,0,0,14,11,13,127,8,7,20
2023,강원도,강원도 속초시,362,5,583,1.38,67,290,5,0,0,20,53,35,158,57,9,30
2023,강원도,강원도 양구군,93,3,170,3.23,15,69,9,0,0,12,1,9,38,16,2,15
2023,강원도,강원도 양양군,162,3,257,1.85,28,130,4,0,0,5,17,10,87,24,3,16
2023,강원도,강원도 영월군,151,8,257,5.3,25,109,17,0,0,13,4,10,79,16,6,23
2023,강원도,강원도 원주시,1423,21,2076,1.48,227,1170,26,0,0,53,215,147,714,101,56,137
2023,강원도,강원도 인제군,107,5,191,4.67,18,83,6,0,0,25,4,5,67,0,1,5
2023,강원도,강원도 정선군,165,7,270,4.24,24,124,17,0,0,17,5,17,101,10,1,14
2023,강원도,강원도 철원군,117,3,178,2.56,24,85,8,0,0,18,7,1,70,6,3,12
2023,강원도,강원도 춘천시,1251,15,1886,1.2,233,971,47,0,0,72,157,158,598,115,56,95
2023,강원도,강원도 태백시,200,1,323,0.5,44,150,6,0,0,9,8,30,95,16,13,29
2023,강원도,강원도 평창군,176,13,374,7.39,15,138,23,0,0,24,11,13,91,11,1,25
2023,강원도,강원도 홍천군,225,9,466,4.0,37,170,18,0,0,24,5,21,111,17,7,40
2023,강원도,강원도 화천군,86,0,137,0.0,6,75,5,0,0,21,0,5,44,8,0,8
2023,강원도,강원도 횡성군,177,15,259,8.47,30,135,12,0,0,15,4,6,132,10,3,7
2023,경기도,경기도 가평군,357,10,593,2.8,52,284,21,0,0,37,22,31,212,19,6,30
2023,경기도,경기도 고양시,3603,26,5296,0.72,571,2869,163,0,0,106,513,389,1989,221,106,279
2023,경기도,경기도 과천시,151,2,211,1.32,18,130,3,0,0,5,9,51,59,7,7,13
2023,경기도,경기도 광명시,1047,7,1467,0.67,194,794,59,0,0,19,145,180,549,54,35,65
2023,경기도,경기도 광주시,2129,18,3233,0.85,336,1706,87,0,0,138,173,253,1170,190,84,121
2023,경기도,경기도 구리시,702,8,1036,1.14,119,562,21,0,0,3,93,104,420,15,21,46
2023,경기도,경기도 군포시,488,5,704,1.02,113,343,32,0,0,6,65,42,276,20,27,52
2023,경기도,경기도 김포시,1796,13,2679,0.72,260,1454,82,0,0,74,248,113,1018,146,63,134
2023,경기도,경기도 남양주시,1942,21,2920,1.08,353,1530,59,0,0,93,283,218,1079,85,62,122
2023,경기도,경기도 동두천시,314,5,412,1.59,58,242,14,0,0,9,37,29,174,11,10,44
2023,경기도,경기도 부천시,3478,20,4618,0.58,766,2576,136,0,0,67,421,413,1716,358,147,356
2023,경기도,경기도 성남시,3838,20,5678,0.52,631,3056,151,0,0,68,542,654,1991,229,110,244
2023,경기도,경기도 수원시,4744,30,6688,0.63,889,3710,145,0,0,106,630,663,2609,232,122,382
2023,경기도,경기도 시흥시,2177,23,3329,1.06,263,1846,68,0,0,71,370,418,921,126,45,226
2023,경기도,경기도 안산시,3733,19,5405,0.51,523,3104,106,0,0,117,554,511,1900,257,85,309
2023,경기도,경기도 안성시,1068,19,1722,1.78,126,892,50,0,0,48,114,135,505,79,34,153
2023,경기도,경기도 안양시,1263,18,1794,1.43,235,958,70,0,0,29,251,238,520,74,33,118
2023,경기도,경기도 양주시,1227,10,1709,0.81,137,1021,69,0,0,60,174,161,690,63,17,62
2023,경기도,경기도 양평군,504,9,840,1.79,68,415,21,0,0,51,27,12,362,33,7,12
2023,경기도,경기도 여주시,520,12,921,2.31,70,427,23,0,0,29,53,61,291,18,13,55
2023,경기도,경기도 연천군,176,6,249,3.41,24,144,8,0,0,14,10,18,84,13,5,32
2023,경기도,경기도 오산시,998,6,1440,0.6,174,786,38,0,0,23,141,53,617,75,34,55
2023,경기도,경기도 용인시,3611,33,5565,0.91,503,2983,125,0,0,119,337,400,2192,258,104,201
2023,경기도,경기도 의왕시,364,4,567,1.1,52,293,19,0,0,13,42,55,215,10,9,20
2023,경기도,경기도 의정부시,1529,12,2137,0.78,313,1137,79,0,0,36,214,190,868,63,38,120
2023,경기도,경기도 이천시,987,30,1507,3.04,143,803,41,0,0,54,131,89,541,73,26,73
2023,경기도,경기도 파주시,1730,20,2459,1.16,304,1331,95,0,0,78,230,160,1049,50,49,114
2023,경기도,경기도 평택시,3479,39,5132,1.12,510,2851,118,0,0,133,512,311,1846,240,86,351
2023,경기도,경기도 포천시,652,15,1112,2.3,75,551,26,0,0,43,66,65,380,32,21,45
2023,경기도,경기도 하남시,1205,9,1738,0.75,161,999,45,0,0,19,157,179,641,125,29,55
2023,경기도,경기도 화성시,3352,33,5073,0.98,444,2748,160,0,0,154,471,354,1815,215,78,265
2023,경상남도,경상남도 거제시,709,15,967,2.12,159,500,50,0,0,48,92,60,361,55,39,54
2023,경상남도,경상남도 거창군,222,10,278,4.5,42,151,29,0,0,19,16,8,114,21,6,38
2023,경상남도,경상남도 고성군,192,4,271,2.08,42,127,23,0,0,20,13,6,100,15,10,28
2023,경상남도,경상남도 김해시,1968,17,2801,0.86,361,1534,73,0,0,81,277,233,1046,114,82,135
2023,경상남도,경상남도 남해군,148,6,211,4.05,36,85,27,0,0,12,2,2,114,12,5,1
2023,경상남도,경상남도 밀양시,455,8,693,1.76,71,345,39,0,0,33,39,16,275,60,23,9
2023,경상남도,경상남도 사천시,551,17,772,3.09,104,426,21,0,0,19,55,44,300,51,24,58
2023,경상남도,경상남도 산청군,200,10,294,5.0,30,132,38,0,0,21,11,14,115,15,4,20
2023,경상남도,경상남도 양산시,1304,17,1757,1.3,190,1060,54,0,0,52,191,163,657,109,54,78
2023,경상남도,경상남도 의령군,102,1,151,0.98,16,68,18,0,0,3,7,3,70,4,1,14
2023,경상남도,경상남도 진주시,662,21,865,3.17,177,455,30,0,0,53,115,43,306,31,58,56
2023,경상남도,경상남도 창녕군,227,16,308,7.05,37,174,16,0,0,19,18,5,149,4,3,29
2023,경상남도,경상남도 창원시,2980,48,4003,1.61,688,2157,135,0,0,103,379,204,1761,145,168,220
2023,경상남도,경상남도 통영시,654,4,974,0.61,142,464,48,0,0,37,73,85,342,25,29,63
2023,경상남도,경상남도 하동군,118,9,153,7.63,37,70,11,0,0,10,7,3,88,2,2,6
2023,경상남도,경상남도 함안군,271,9,404,3.32,39,212,20,0,0,25,25,22,156,17,9,17
2023,경상남도,경상남도 함양군,190,14,287,7.37,35,113,42,0,0,26,9,2,114,22,10,7
2023,경상남도,경상남도 합천군,169,11,209,6.51,31,96,42,0,0,13,9,2,112,18,5,10
2023,경상북도,경상북도 경산시,813,12,1096,1.48,201,593,19,0,0,45,122,71,438,34,48,55
2023,경상북도,경상북도 경주시,1176,42,1670,3.57,217,880,79,0,0,84,106,66,813,8,42,57
2023,경상북도,경상북도 고령군,114,6,151,5.26,22,85,7,0,0,9,0,8,83,5,2,7
2023,경상북도,경상북도 구미시,1453,22,1995,1.51,237,1139,77,0,0,49,157,117,823,104,58,145
2023,경상북도,경상북도 군위군(구),49,3,64,6.12,8,31,10,0,0,5,3,0,36,3,0,2
2023,경상북도,경상북도 김천시,376,10,500,2.66,85,262,29,0,0,13,28,24,203,55,24,29
2023,경상북도,경상북도 문경시,296,8,418,2.7,50,223,23,0,0,23,10,21,170,12,8,52
2023,경상북도,경상북도 봉화군,121,8,175,6.61,20,79,22,0,0,15,4,3,89,2,0,8
2023,경상북도,경상북도 상주시,432,18,607,4.17,68,327,36,1,0,21,22,34,248,47,7,53
2023,경상북도,경상북도 성주군,224,10,347,4.46,27,165,32,0,0,16,14,4,156,1,2,31
2023,경상북도,경상북도 안동시,722,17,1144,2.35,143,508,71,0,0,38,54,70,407,41,44,68
2023,경상북도,경상북도 영덕군,237,8,386,3.38,32,171,34,0,0,16,8,35,115,16,1,46
2023,경상북도,경상북도 영양군,62,8,84,12.9,11,39,12,0,0,6,2,2,34,0,1,17
2023,경상북도,경상북도 영주시,290,10,391,3.45,58,219,13,0,0,11,17,3,170,61,10,18
2023,경상북도,경상북도 영천시,461,20,698,4.34,90,337,34,0,0,30,39,10,341,4,18,19
2023,경상북도,경상북도 예천군,137,3,186,2.19,27,93,17,0,0,13,12,2,95,3,4,8
2023,경상북도,경상북도 울릉군,18,1,20,5.56,9,9,0,0,0,1,1,0,16,0,0,0
2023,경상북도,경상북도 울진군,175,5,263,2.86,33,111,31,0,0,18,8,1,95,18,3,32
2023,경상북도,경상북도 의성군,218,2,314,0.92,32,152,34,0,0,29,23,0,129,2,0,35
2023,경상북도,경상북도 청도군,189,8,273,4.23,25,140,24,0,0,21,10,11,111,19,8,9
2023,경상북도,경상북도 청송군,113,6,175,5.31,20,77,16,0,0,21,0,1,80,1,2,8
2023,경상북도,경상북도 칠곡군,547,13,810,2.38,53,467,27,0,0,22,36,42,319,43,11,74
2023,경상북도,경상북도 포항시,2554,23,3829,0.9,441,2039,74,0,0,122,290,146,1429,192,93,282
2023,광주광역시,광주광역시 광산구,1902,21,2842,1.1,276,1573,53,0,0,45,226,278,968,146,43,196
2023,광주광역시,광주광역시 남구,734,1,1014,0.14,146,560,28,0,0,25,65,127,381,60,38,38
2023,광주광역시,광주광역시 동구,485,5,674,1.03,123,342,20,0,0,14,69,72,267,15,13,35
2023,광주광역시,광주광역시 북구,2105,15,3200,0.71,408,1622,75,0,0,61,237,224,1197,172,64,150
2023,광주광역시,광주광역시 서구,1746,6,2760,0.34,240,1454,52,0,0,44,175,263,985,107,53,119
2023,대구광역시,대구광역시 군위군,66,7,102,10.61,7,48,11,0,0,3,3,1,52,3,1,3
2023,대구광역시,대구광역시 남구,493,2,671,0.41,127,354,12,0,0,14,63,37,311,7,23,38
2023,대구광역시,대구광역시 달서구,2323,13,3152,0.56,444,1824,55,0,0,28,232,329,1216,181,98,239
2023,대구광역시,대구광역시 달성군,861,12,1166,1.39,163,662,36,0,0,31,79,32,597,28,37,57
2023,대구광역시,대구광역시 동구,1587,16,2317,1.01,270,1257,60,0,0,34,134,249,868,110,54,138
2023,대구광역시,대구광역시 북구,1865,14,2614,0.75,329,1475,61,0,0,25,181,282,965,153,76,183
2023,대구광역시,대구광역시 서구,1014,7,1442,0.69,194,794,26,0,0,34,95,123,584,30,32,116
2023,대구광역시,대구광역시 수성구,1900,10,2791,0.53,330,1519,51,0,0,26,156,222,1201,79,78,138
2023,대구광역시,대구광역시 중구,771,5,1133,0.65,187,564,20,0,0,16,78,119,450,34,26,48
2023,대전광역시,대전광역시 대덕구,959,9,1421,0.94,149,781,29,0,0,27,108,122,538,73,33,58
2023,대전광역시,대전광역시 동구,1137,7,1624,0.62,225,884,28,0,0,34,165,101,662,39,55,81
2023,대전광역시,대전광역시 서구,2432,24,3376,0.99,538,1830,64,0,0,62,314,242,1479,117,113,105
2023,대전광역시,대전광역시 유성구,1771,14,2666,0.79,213,1523,35,0,0,34,277,274,975,89,53,69
2023,대전광역시,대전광역시 중구,1099,7,1542,0.64,202,869,28,0,0,19,172,153,543,84,39,89
2023,부산광역시,부산광역시 강서구,787,12,1128,1.52,61,700,26,0,0,25,143,101,460,21,14,23
2023,부산광역시,부산광역시 금정구,718,7,982,0.97,217,481,20,0,0,21,55,84,410,38,47,63
2023,부산광역시,부산광역시 기장군,562,5,881,0.89,103,442,17,0,0,25,72,66,301,28,25,45
2023,부산광역시,부산광역시 남구,805,8,1032,0.99,209,559,37,0,0,21,71,81,499,35,42,56
2023,부산광역시,부산광역시 동구,487,4,738,0.82,127,330,30,0,0,6,67,87,229,34,35,29
2023,부산광역시,부산광역시 동래구,975,10,1253,1.03,266,673,36,0,0,29,100,113,539,65,71,58
2023,부산광역시,부산광역시 부산진구,1392,8,1887,0.57,401,948,43,0,0,32,245,187,692,51,90,95
2023,부산광역시,부산광역시 북구,562,9,748,1.6,141,405,16,0,0,19,64,38,343,15,30,53
2023,부산광역시,부산광역시 사상구,649,9,891,1.39,160,470,19,0,0,20,90,89,360,22,31,37
2023,부산광역시,부산광역시 사하구,830,10,1018,1.2,177,630,23,0,0,43,127,84,447,35,39,55
2023,부산광역시,부산광역시 서구,440,3,616,0.68,124,299,17,0,0,17,51,45,256,15,19,37
2023,부산광역시,부산광역시 수영구,764,3,1015,0.39,196,550,18,0,0,18,83,64,469,52,41,37
2023,부산광역시,부산광역시 연제구,669,3,880,0.45,155,494,20,0,0,21,100,64,321,67,39,57
2023,부산광역시,부산광역시 영도구,248,4,329,1.61,89,150,9,0,0,9,17,9,166,21,9,17
2023,부산광역시,부산광역시 중구,320,1,466,0.31,90,216,14,0,0,10,57,28,157,28,11,29
2023,부산광역시,부산광역시 해운대구,795,7,1103,0.88,194,576,25,0,0,26,100,91,390,69,56,63
2023,서울특별시,서울특별시 강남구,3926,7,5229,0.18,801,3057,68,0,0,53,339,581,2525,109,118,201
2023,서울특별시,서울특별시 강동구,1185,4,1522,0.34,291,873,21,0,0,35,114,130,763,38,49,56
2023,서울특별시,서울특별시 강북구,972,5,1217,0.51,286,645,41,0,0,23,96,111,595,18,32,97
2023,서울특별시,서울특별시 강서구,1518,9,2112,0.59,330,1153,35,0,0,36,188,162,939,43,57,93
2023,서울특별시,서울특별시 관악구,980,10,1252,1.02,286,671,23,0,0,18,97,101,585,60,38,81
2023,서울특별시,서울특별시 광진구,717,4,899,0.56,186,517,14,0,0,8,79,61,479,14,20,56
2023,서울특별시,서울특별시 구로구,1359,5,1840,0.37,338,988,33,0,0,32,181,199,735,42,62,108
2023,서울특별시,서울특별시 금천구,876,7,1232,0.8,225,599,52,0,0,18,120,75,559,11,43,50
2023,서울특별시,서울특별시 노원구,1366,9,1869,0.66,269,1065,32,0,0,37,193,193,718,56,51,118
2023,서울특별시,서울특별시 도봉구,530,7,685,1.32,134,363,33,0,0,20,57,48,296,18,26,65
2023,서울특별시,서울특별시 동대문구,1674,10,2039,0.6,385,1242,47,0,0,28,173,256,920,63,61,173
2023,서울특별시,서울특별시 동작구,1242,6,1668,0.48,324,870,48,0,0,18,147,226,664,32,65,90
2023,서울특별시,서울특별시 마포구,1250,14,1715,1.12,272,959,19,0,0,25,131,132,844,17,42,59
2023,서울특별시,서울특별시 서대문구,916,4,1220,0.44,223,641,52,0,0,19,116,77,534,50,38,82
2023,서울특별시,서울특별시 서초구,2168,7,3319,0.32,366,1745,57,0,0,40,166,457,1206,24,87,188
2023,서울특별시,서울특별시 성동구,919,6,1221,0.65,216,687,16,0,0,31,94,164,505,39,40,46
2023,서울특별시,서울특별시 성북구,1256,8,1581,0.64,302,898,56,0,0,31,159,205,677,31,49,104
2023,서울특별시,서울특별시 송파구,2614,10,3603,0.38,530,2035,49,0,0,51,319,353,1567,70,71,183
2023,서울특별시,서울특별시 양천구,1221,5,1624,0.41,284,901,36,0,0,23,134,265,634,28,57,80
2023,서울특별시,서울특별시 영등포구,1900,7,2619,0.37,385,1442,73,0,0,30,224,344,1086,30,72,114
2023,서울특별시,서울특별시 용산구,996,11,1366,1.1,205,763,28,0,0,32,120,207,495,21,37,84
2023,서울특별시,서울특별시 은평구,1039,7,1353,0.67,320,670,49,0,0,19,155,97,574,41,38,115
2023,서울특별시,서울특별시 종로구,988,8,1331,0.81,256,676,56,0,0,21,124,156,552,40,31,64
2023,서울특별시,서울특별시 중구,931,3,1194,0.32,216,682,33,0,0,15,104,177,530,15,33,57
2023,서울특별시,서울특별시 중랑구,1268,7,1704,0.55,332,887,49,0,0,39,155,180,634,90,48,122
2023,세종특별자치시,세종특별자치시,1166,13,1724,1.11,153,958,55,0,0,55,175,166,572,65,32,101
2023,울산광역시,울산광역시 남구,1143,8,1491,0.7,256,856,31,0,0,28,198,194,568,60,55,40
2023,울산광역시,울산광역시 동구,436,4,527,0.92,119,305,12,0,0,22,54,35,216,27,35,47
2023,울산광역시,울산광역시 북구,737,7,1107,0.95,96,612,29,0,0,32,116,83,372,47,27,60
2023,울산광역시,울산광역시 울주군,729,15,1080,2.06,110,563,56,0,0,75,73,100,343,37,24,77
2023,울산광역시,울산광역시 중구,619,6,909,0.97,162,431,26,0,0,24,95,55,326,24,45,50
2023,인천광역시,인천광역시 강화군,158,9,234,5.7,31,112,15,0,0,25,4,4,85,23,6,11
2023,인천광역시,인천광역시 계양구,609,4,882,0.66,87,511,11,0,0,12,45,67,402,9,16,58
2023,인천광역시,인천광역시 남동구,1580,15,2194,0.95,281,1256,43,0,0,31,233,200,880,89,47,100
2023,인천광역시,인천광역시 동구,118,3,144,2.54,29,86,3,0,0,2,10,12,73,4,6,11
2023,인천광역시,인천광역시 미추홀구,1337,14,1741,1.05,281,1027,29,0,0,45,155,170,801,57,42,67
2023,인천광역시,인천광역시 부평구,1201,6,1508,0.5,296,869,36,0,0,28,132,62,831,31,45,72
2023,인천광역시,인천광역시 서구,1338,17,1883,1.27,211,1086,41,0,0,38,182,125,862,17,54,60
2023,인천광역시,인천광역시 연수구,668,9,878,1.35,115,534,19,0,0,20,113,80,336,35,27,57
2023,인천광역시,인천광역시 옹진군,26,1,32,3.85,7,14,5,0,0,1,0,1,21,2,0,1
2023,인천광역시,인천광역시 중구,613,5,851,0.82,105,487,21,0,0,13,70,62,375,34,19,40
2023,전라남도,전라남도 강진군,289,8,523,2.77,36,184,69,0,0,21,8,23,166,6,4,61
2023,전라남도,전라남도 고흥군,198,13,267,6.57,44,117,37,0,0,11,3,0,150,14,1,19
2023,전라남도,전라남도 곡성군,125,4,191,3.2,11,97,16,1,0,10,5,5,69,8,0,28
2023,전라남도,전라남도 광양시,632,11,958,1.74,91,510,31,0,0,31,68,69,272,82,20,90
2023,전라남도,전라남도 구례군,102,4,190,3.92,8,81,13,0,0,13,1,5,58,11,0,14
2023,전라남도,전라남도 나주시,530,17,941,3.21,58,421,51,0,0,21,48,40,329,29,11,52
2023,전라남도,전라남도 담양군,279,9,450,3.23,33,220,26,0,0,16,17,27,156,6,4,53
2023,전라남도,전라남도 목포시,1207,10,1840,0.83,192,999,16,0,0,37,157,94,674,109,35,101
2023,전라남도,전라남도 무안군,238,13,319,5.46,36,191,11,0,0,10,39,5,157,4,6,17
2023,전라남도,전라남도 보성군,183,10,270,5.46,26,121,36,0,0,11,6,6,113,6,1,40
2023,전라남도,전라남도 순천시,1133,18,1637,1.59,201,874,58,0,0,44,97,90,610,98,46,148
2023,전라남도,전라남도 신안군,104,9,168,8.65,19,74,11,0,0,31,0,2,56,8,1,6
2023,전라남도,전라남도 여수시,1305,19,1818,1.46,259,993,53,0,0,51,144,76,739,149,47,99
2023,전라남도,전라남도 영광군,134,4,195,2.99,36,87,11,0,0,13,3,9,72,16,8,13
2023,전라남도,전라남도 영암군,418,19,700,4.55,40,345,33,0,0,23,40,37,265,21,1,31
2023,전라남도,전라남도 완도군,146,8,189,5.48,38,97,11,0,0,13,4,2,99,16,2,10
2023,전라남도,전라남도 장성군,191,8,306,4.19,27,150,14,0,0,12,14,9,132,7,3,14
2023,전라남도,전라남도 장흥군,248,4,361,1.61,44,159,45,0,0,20,4,11,171,10,1,31
2023,전라남도,전라남도 진도군,114,10,158,8.77,26,73,15,0,0,16,5,8,65,9,1,10
2023,전라남도,전라남도 함평군,180,6,295,3.33,22,126,32,0,0,19,6,11,101,5,0,38
2023,전라남도,전라남도 해남군,263,11,378,4.18,35,212,16,0,0,29,13,13,149,21,3,35
2023,전라남도,전라남도 화순군,268,12,440,4.48,39,201,28,0,0,24,23,18,135,32,9,27
2023,전라북도,전라북도 고창군,149,14,188,9.4,28,110,11,0,0,8,26,5,69,21,10,10
2023,전라북도,전라북도 군산시,1183,18,1757,1.52,199,955,29,0,0,41,172,88,672,73,38,99
2023,전라북도,전라북도 김제시,261,14,427,5.36,57,189,15,0,0,25,27,6,132,8,9,54
